,title,genre
56771,The Happytime Murders,"Action, Comedy, Crime"
56772,Bullet to the Head,"Action, Crime, Thriller"
56870,There Be Dragons,"Biography, Drama, War"
56886,Rise of the Planet of the Apes,"Action, Drama, Sci-Fi"
56888,The Man Who Killed Don Quixote,"Adventure, Comedy, Drama"
56927,The Beaver,Drama
56935,August: Osage County,"Comedy, Drama"
56975,The Twilight Saga: Breaking Dawn - Part 1,"Adventure, Drama, Fantasy"
56996,The Lucky One,"Drama, Mystery, Romance"
57001,The Butler,"Biography, Drama"
57079,Movie 43,Comedy
57093,Arthur,"Comedy, Romance"
57171,Tinker Tailor Soldier Spy,"Drama, Mystery, Thriller"
57199,The Great Gatsby,"Drama, Romance"
57208,Dredd,"Action, Crime, Sci-Fi"
57234,The Dark Knight Rises,"Action, Adventure"
57272,Jack the Giant Slayer,"Adventure, Fantasy"
57303,If I Stay,"Drama, Fantasy, Music"
57307,Black Mass,"Biography, Crime, Drama"
57374,3D Yuk po tuen: Gik lok bo gam,"Comedy, Drama"
57394,The Sitter,Comedy
57395,The Cold Light of Day,"Action, Adventure, Thriller"
57471,Pride and Prejudice and Zombies,"Action, Comedy, Fantasy"
57484,The Adventurer: The Curse of the Midas Box,"Adventure, Family, Fantasy"
57534,The Company You Keep,"Drama, Thriller"
57571,The Adjustment Bureau,"Romance, Sci-Fi, Thriller"
57585,Total Recall,"Action, Adventure, Sci-Fi"
57609,Downsizing,"Drama, Sci-Fi"
57611,Stand Up Guys,"Comedy, Crime, Thriller"
57615,We Bought a Zoo,"Comedy, Drama, Family"
57616,When the Bough Breaks,"Crime, Drama, Horror"
57623,In the Heart of the Sea,"Action, Adventure, Biography"
57648,The Hunger Games,"Action, Adventure, Sci-Fi"
57676,Mr. Popper's Penguins,"Comedy, Family, Fantasy"
57686,Taken 2,"Action, Thriller"
57691,Journey 2: The Mysterious Island,"Action, Adventure, Comedy"
57702,Transformers: Dark of the Moon,"Action, Adventure, Sci-Fi"
57718,Unknown,"Action, Mystery, Thriller"
57738,Happy Feet Two,"Animation, Adventure, Comedy"
57790,Star Trek Into Darkness,"Action, Adventure, Sci-Fi"
57792,Ride Along,"Action, Comedy, Crime"
57806,Jin ling shi san chai,"Drama, History, Romance"
57819,No Strings Attached,"Comedy, Romance"
57824,The Hangover Part II,Comedy
57836,The Best Exotic Marigold Hotel,"Comedy, Drama, Romance"
57840,Table 19,"Comedy, Drama, Romance"
57843,12 Strong,"Action, Drama, History"
57844,Paranoia,"Drama, Thriller"
57879,Kill the Irishman,"Biography, Crime, Drama"
57993,Hansel & Gretel: Witch Hunters,"Action, Fantasy, Horror"
58012,The Wolverine,"Action, Adventure, Sci-Fi"
58015,Arthur Christmas,"Animation, Adventure, Comedy"
58017,Big Miracle,"Biography, Drama, Family"
58021,The Pirates! In an Adventure with Scientists!,"Animation, Adventure, Comedy"
58096,"Love, Wedding, Marriage",Comedy
58115,Fright Night,"Comedy, Horror"
58198,The Letters,Drama
58207,Rise of the Guardians,"Animation, Action, Adventure"
58233,Winnie the Pooh,"Animation, Adventure, Comedy"
58321,The Conjuring,"Horror, Mystery, Thriller"
58365,The Odd Life of Timothy Green,"Comedy, Drama, Family"
58366,Yi dai zong shi,"Action, Biography, Drama"
58374,"Big Mommas: Like Father, Like Son","Action, Comedy, Crime"
58375,Decoding Annie Parker,Drama
58380,I Am Number Four,"Action, Adventure, Sci-Fi"
58514,Cedar Rapids,Comedy
58519,Bridesmaids,"Comedy, Romance"
58523,The Art of Racing in the Rain,"Comedy, Drama, Romance"
58524,Attack the Block,"Action, Adventure, Comedy"
58555,The Lorax,"Animation, Adventure, Comedy"
58562,At Middleton,"Comedy, Romance"
58595,Red Riding Hood,"Fantasy, Horror, Mystery"
58604,The F Word,"Comedy, Romance"
58611,Khumba,"Animation, Adventure, Family"
58618,The Change-Up,"Comedy, Fantasy"
58634,Booksmart,Comedy
58635,Central Intelligence,"Action, Comedy, Crime"
58677,Underworld Awakening,"Action, Fantasy, Horror"
58698,Restless,"Drama, Romance"
58712,Horrible Bosses,"Comedy, Crime"
58743,Fantastic Four,"Action, Adventure, Sci-Fi"
58787,Haywire,"Action, Drama, Thriller"
58810,Le Havre,"Comedy, Drama"
58827,The Three Musketeers,"Action, Adventure, Fantasy"
58890,Sherlock Holmes: A Game of Shadows,"Action, Adventure, Mystery"
58935,Spy Kids 4: All the Time in the World,"Action, Adventure, Comedy"
59025,Vacation,"Adventure, Comedy"
59069,Exodus: Gods and Kings,"Action, Drama, Fantasy"
59128,Battle of the Year,"Drama, Music"
59139,Xin Shao Lin si,"Action, Drama"
59160,Captain Phillips,"Adventure, Biography, Crime"
59166,Hope Springs,"Comedy, Drama, Romance"
59186,The Ledge,"Drama, Romance, Thriller"
59189,W.E.,"Drama, History, Romance"
59216,The Mortal Instruments: City of Bones,"Action, Adventure, Fantasy"
59229,Playing for Keeps,"Comedy, Romance, Sport"
59230,The Guard,"Comedy, Crime, Thriller"
59242,Flypaper,"Comedy, Crime, Mystery"
59245,Snow Flower and the Secret Fan,"Drama, History"
59297,Premium Rush,"Action, Thriller"
59318,The Last Stand,"Action, Thriller"
59345,A Better Life,"Drama, Romance"
59395,Beautiful Creatures,"Drama, Fantasy, Romance"
59399,Zombieland: Double Tap,"Action, Adventure, Comedy"
59413,The Devil Inside,Horror
59440,Dolphin Tale,"Drama, Family"
59441,Just Go with It,"Comedy, Romance"
59461,For Greater Glory: The True Story of Cristiada,"Drama, History, War"
59483,Man on a Ledge,"Action, Adventure, Crime"
59487,The Girl with the Dragon Tattoo,"Crime, Drama, Mystery"
59523,Mortal Engines,"Action, Adventure, Fantasy"
59608,The Dilemma,"Comedy, Drama"
59653,House at the End of the Street,"Drama, Horror, Thriller"
59671,Larry Crowne,"Comedy, Drama, Romance"
59672,G.I. Joe: Retaliation,"Action, Adventure, Sci-Fi"
59691,What to Expect When You're Expecting,"Comedy, Drama, Romance"
59725,"Jeff, Who Lives at Home","Comedy, Drama"
59754,The Commuter,"Action, Mystery, Thriller"
59798,Norm of the North,"Animation, Adventure, Comedy"
59809,Fast Five,"Action, Adventure, Crime"
59810,Pawn Sacrifice,"Biography, Drama, Sport"
59812,This Means War,"Action, Comedy, Romance"
59814,The Big Short,"Biography, Comedy, Drama"
59830,Z for Zachariah,"Drama, Sci-Fi, Thriller"
59832,New Year's Eve,"Comedy, Romance"
59836,Safe House,"Action, Thriller"
59841,Abduction,"Action, Mystery, Thriller"
59842,The Drop,"Crime, Drama, Thriller"
59875,2 Days in New York,"Comedy, Drama, Romance"
59883,Only God Forgives,"Action, Crime, Drama"
59886,ATM,"Horror, Thriller"
59905,Prom,"Comedy, Drama, Family"
59913,American Reunion,Comedy
59918,Le moine,"Drama, Mystery, Thriller"
59941,A Good Day to Die Hard,"Action, Thriller"
59944,The Vow,"Drama, Romance"
59977,Better Living Through Chemistry,"Comedy, Drama"
59994,Abraham Lincoln: Vampire Hunter,"Action, Fantasy, Horror"
60024,The Music Never Stopped,"Drama, Music"
60033,Hodejegerne,"Action, Crime, Thriller"
60034,Savages,"Crime, Drama, Thriller"
60045,Alvin and the Chipmunks: Chipwrecked,"Animation, Adventure, Comedy"
60065,Jupiter Ascending,"Action, Adventure, Sci-Fi"
60072,The Last Witch Hunter,"Action, Adventure, Fantasy"
60074,Un amour de jeunesse,"Drama, Romance"
60095,Bleed for This,"Biography, Drama, Sport"
60096,The Addams Family,"Animation, Comedy, Family"
60098,Free Birds,"Animation, Adventure, Comedy"
60121,Oz the Great and Powerful,"Adventure, Family, Fantasy"
60163,Independence Day: Resurgence,"Action, Adventure, Sci-Fi"
60186,Chasing Mavericks,"Biography, Drama, Sport"
60191,Courageous,"Drama, Fantasy"
60210,Edge of Tomorrow,"Action, Adventure, Sci-Fi"
60213,Friends with Benefits,"Comedy, Romance"
60219,Shark Night 3D,"Horror, Thriller"
60227,Johnny English Reborn,"Action, Adventure, Comedy"
60246,Project X,Comedy
60258,Our Idiot Brother,"Comedy, Drama"
60270,The Man from U.N.C.L.E.,"Action, Adventure, Comedy"
60296,Jumping the Broom,"Comedy, Drama"
60343,The Dictator,Comedy
60368,How to Train Your Dragon 2,"Animation, Action, Adventure"
60376,Wrath of the Titans,"Action, Adventure, Fantasy"
60392,Here Comes the Boom,"Action, Comedy, Sport"
60395,The Dark Tower,"Action, Adventure, Fantasy"
60408,Lo imposible,"Drama, History, Thriller"
60411,[REC] 4: Apocalipsis,"Action, Adventure, Fantasy"
60412,[Rec]Â³: GÃ©nesis,"Action, Adventure, Comedy"
60418,Diary of a Wimpy Kid: Rodrick Rules,"Comedy, Family"
60480,My Week with Marilyn,"Biography, Drama"
60483,The Age of Adaline,"Drama, Fantasy, Romance"
60499,Forces spÃ©ciales,"Action, Drama, War"
60504,The Decoy Bride,"Comedy, Drama, Romance"
60508,Gimme Shelter,Drama
60513,Freeheld,"Biography, Drama, Romance"
60519,The Perks of Being a Wallflower,"Drama, Romance"
60522,Universal Soldier: Day of Reckoning,"Action, Horror, Mystery"
60532,Cinderella,"Drama, Family, Fantasy"
60533,Their Finest,"Comedy, Drama, Romance"
60535,Grudge Match,"Comedy, Drama, Sport"
60553,The Revenant,"Action, Adventure, Drama"
60554,Life of Crime,"Comedy, Crime"
60557,Poulet aux prunes,"Comedy, Drama"
60610,The Duff,"Comedy, Romance"
60623,Deadfall,"Crime, Drama, Thriller"
60627,Mirror Mirror,"Adventure, Comedy, Drama"
60638,Ice Age: Continental Drift,"Animation, Adventure, Comedy"
60666,Now You See Me,"Crime, Mystery, Thriller"
60706,The Twilight Saga: Breaking Dawn - Part 2,"Adventure, Drama, Fantasy"
60741,Intouchables,"Biography, Comedy, Drama"
60828,Nuit blanche,"Action, Crime, Thriller"
60832,Welcome to the Punch,"Action, Crime, Thriller"
60876,The Awakening,"Horror, Thriller"
60894,Despicable Me 2,"Animation, Adventure, Comedy"
60908,Before I Fall,"Drama, Fantasy, Mystery"
60937,The Guilt Trip,"Comedy, Drama"
60971,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy, Family"
60996,Le jeune Karl Marx,"Biography, Drama, History"
61011,Sausage Party,"Animation, Adventure, Comedy"
61028,Eisenstein in Guanajuato,"Biography, Comedy, Drama"
61029,Safe Haven,"Drama, Romance, Thriller"
61084,Every Thing Will Be Fine,Drama
61112,Joyful Noise,"Comedy, Drama, Music"
61127,21 & Over,Comedy
61136,Office Christmas Party,Comedy
61141,Alex Cross,"Action, Crime, Mystery"
61146,Triple 9,"Action, Crime, Thriller"
61165,In the Land of Blood and Honey,"Drama, Romance, War"
61180,Only Lovers Left Alive,"Comedy, Drama, Fantasy"
61206,The Inbetweeners Movie,Comedy
61207,People Like Us,"Comedy, Drama"
61290,We're the Millers,"Comedy, Crime"
61320,L!fe Happens,Comedy
61329,Infancia clandestina,Drama
61341,The Way Way Back,"Comedy, Drama"
61351,Scouts Guide to the Zombie Apocalypse,"Action, Comedy, Horror"
61406,The Zookeeper's Wife,"Biography, Drama, History"
61410,The Lords of Salem,"Horror, Thriller"
61411,Barely Lethal,"Action, Comedy"
61468,Snow White and the Huntsman,"Action, Adventure, Drama"
61524,Pawn Shop Chronicles,"Action, Comedy, Crime"
61526,Secret in Their Eyes,"Crime, Drama, Mystery"
61544,I Don't Know How She Does It,"Comedy, Romance"
61578,Blood Ties,"Action, Crime, Drama"
61585,Moonrise Kingdom,"Comedy, Drama, Romance"
61597,A Dog's Purpose,"Adventure, Comedy, Drama"
61675,Le Petit Prince,"Animation, Adventure, Drama"
61725,Diana,"Biography, Drama, Romance"
61731,The To Do List,"Comedy, Romance"
61732,The Snowman,"Crime, Drama, Mystery"
61733,This Is 40,"Comedy, Romance"
61746,Walking with Dinosaurs 3D,"Animation, Adventure, Family"
61758,Arbitrage,"Drama, Thriller"
61760,Killing Them Softly,"Crime, Drama, Thriller"
61776,The Expendables 2,"Action, Adventure, Thriller"
61805,Danny Collins,"Biography, Comedy, Drama"
61809,Wreck-It Ralph,"Animation, Adventure, Comedy"
61815,Et maintenant on va oÃ¹?,"Comedy, Drama"
61875,50 to 1,Drama
61885,The Ultimate Life,"Drama, Romance"
61892,Clown,"Drama, Fantasy, Horror"
61912,No Escape,"Action, Thriller"
61965,The Vault,"Crime, Horror, Mystery"
61999,Pirates of the Caribbean: Dead Men Tell No Tales,"Action, Adventure, Fantasy"
62002,The Maze Runner,"Action, Mystery, Sci-Fi"
62005,The Campaign,Comedy
62007,Inherent Vice,"Comedy, Crime, Drama"
62012,While We're Young,"Comedy, Drama, Mystery"
62061,Kokuriko-zaka kara,"Animation, Drama, Family"
62065,Rudderless,"Comedy, Drama, Music"
62068,Bad Santa 2,"Comedy, Crime, Drama"
62071,Southpaw,"Action, Drama, Sport"
62072,Her,"Drama, Romance, Sci-Fi"
62081,American Hustle,"Crime, Drama"
62082,That Awkward Moment,"Comedy, Romance"
62083,Gold,"Crime, Drama"
62095,Step Up Revolution,"Drama, Music, Romance"
62105,Gotti,"Biography, Crime, Drama"
62201,Admission,"Comedy, Drama, Romance"
62239,Ernest et CÃ©lestine,"Animation, Adventure, Comedy"
62252,The Place Beyond the Pines,"Crime, Drama, Thriller"
62293,Rundskop,"Crime, Drama"
62300,The Nut Job,"Animation, Adventure, Comedy"
62326,Annie,"Comedy, Drama, Family"
62327,Chappie,"Action, Crime, Drama"
62391,La dÃ©licatesse,"Comedy, Drama, Romance"
62420,Jodaeiye Nader az Simin,Drama
62485,The Fifth Estate,"Biography, Crime, Drama"
62486,Winter's Tale,"Drama, Fantasy, Mystery"
62491,The Truth About Emanuel,"Drama, Thriller"
62557,Inescapable,"Action, Drama, Mystery"
62585,Hunter Killer,"Action, Thriller"
62604,Xue di zi,"Action, Drama"
62606,Wakolda,"Drama, History, Thriller"
62633,Sisters,Comedy
62662,Den skaldede frisÃ¸r,"Comedy, Drama, Romance"
62670,Percy Jackson: Sea of Monsters,"Adventure, Family, Fantasy"
62677,End of Watch,"Action, Crime, Drama"
62728,Dirty Grandpa,Comedy
62735,Deepwater Horizon,"Action, Drama, History"
62783,Song of the Sea,"Animation, Adventure, Drama"
62790,The Sessions,"Biography, Comedy, Drama"
62799,The Samaritan,"Action, Crime, Drama"
62842,The Amazing Spider-Man 2,"Action, Adventure, Sci-Fi"
62866,La Noche de Enfrente,"Comedy, Drama, Fantasy"
62869,Sparkle,"Drama, Music"
62880,X-Men: Days of Future Past,"Action, Adventure, Sci-Fi"
62885,The Edge of Seventeen,"Comedy, Drama"
62996,Hummingbird,"Action, Drama"
63000,How I Live Now,"Romance, Sci-Fi, Thriller"
63010,Spotlight,"Biography, Crime, Drama"
63029,Serbuan maut,"Action, Thriller"
63053,Furious 6,"Action, Adventure, Thriller"
63094,Penguins of Madagascar,"Animation, Adventure, Comedy"
63133,Bachelorette,"Comedy, Romance"
63150,Pompeii,"Action, Adventure, Drama"
63183,Trance,"Crime, Drama, Mystery"
63184,Let's Be Cops,"Action, Comedy, Crime"
63220,Heaven Is for Real,"Biography, Drama, Family"
63240,The Big Wedding,"Comedy, Drama, Romance"
63241,Knife Fight,Drama
63243,Seven Psychopaths,"Comedy, Crime"
63253,What Maisie Knew,Drama
63275,Blind,"Drama, Romance"
63289,Miss Peregrine's Home for Peculiar Children,"Adventure, Drama, Family"
63295,The Brass Teapot,"Comedy, Fantasy, Thriller"
63318,Carrie,"Drama, Horror"
63371,UglyDolls,"Animation, Adventure, Comedy"
63391,Ford v Ferrari,"Action, Biography, Drama"
63402,The Immigrant,"Drama, Romance"
63405,The Hangover Part III,"Comedy, Crime, Romance"
63406,The Hunger Games: Catching Fire,"Action, Adventure, Mystery"
63407,The Hunger Games: Mockingjay - Part 1,"Action, Adventure, Sci-Fi"
63408,The Hunger Games: Mockingjay - Part 2,"Action, Adventure, Sci-Fi"
63427,Oh Boy,"Comedy, Drama"
63441,Sex Tape,"Comedy, Romance"
63462,The Hitman's Bodyguard,"Action, Comedy, Crime"
63477,Tomorrowland,"Action, Adventure, Family"
63500,Father Figures,"Comedy, Drama"
63509,Labor Day,"Drama, Romance, Thriller"
63516,Infinitely Polar Bear,"Comedy, Drama, Romance"
63533,A Most Wanted Man,"Crime, Drama, Thriller"
63534,King Arthur: Legend of the Sword,"Action, Adventure, Drama"
63539,The Best of Me,"Drama, Romance"
63552,Rules Don't Apply,"Comedy, Drama, Romance"
63559,The Two Faces of January,"Romance, Thriller"
63561,Victor Frankenstein,"Drama, Horror, Sci-Fi"
63601,The Good Dinosaur,"Animation, Adventure, Comedy"
63607,Pain & Gain,"Action, Comedy, Crime"
63612,Begin Again,"Comedy, Drama, Music"
63621,The Young and Prodigious T.S. Spivet,"Action, Adventure, Comedy"
63629,Pitch Perfect,"Comedy, Music, Romance"
63643,Austenland,"Comedy, Romance"
63651,Angry Birds,"Animation, Action, Adventure"
63652,Cloudy with a Chance of Meatballs 2,"Animation, Adventure, Comedy"
63676,The Upside,"Comedy, Drama"
63700,Brake,Thriller
63740,"For a Good Time, Call...",Comedy
63782,Neighbors,Comedy
63784,War Dogs,"Biography, Comedy, Crime"
63819,Tou ze,Drama
63836,No Good Deed,"Action, Crime, Drama"
63856,Kaze tachinu,"Animation, Biography, Drama"
63873,Guardians of the Galaxy,"Action, Adventure, Comedy"
63887,The Smurfs 2,"Animation, Adventure, Comedy"
63888,All Is Lost,"Action, Adventure, Drama"
63906,Diary of a Wimpy Kid: Dog Days,"Comedy, Family"
63910,Mama,"Horror, Thriller"
63913,Sightseers,"Adventure, Comedy, Crime"
63917,Identity Thief,"Comedy, Crime, Drama"
63923,12 Years a Slave,"Biography, Drama, History"
63929,The Finest Hours,"Action, Drama, History"
63933,L'Ã©cume des jours,"Comedy, Drama, Fantasy"
63955,Laggies,"Comedy, Drama, Romance"
63958,The Last Exorcism Part II,"Horror, Thriller"
63964,The Great Wall,"Action, Adventure, Fantasy"
63976,Flatliners,"Drama, Horror, Mystery"
64007,Inside Llewyn Davis,"Comedy, Drama, Music"
64082,De rouille et d'os,"Drama, Romance"
64083,Side Effects,"Crime, Drama, Mystery"
64108,Eye in the Sky,"Action, Drama, Thriller"
64115,The Railway Man,"Biography, Drama, Romance"
64121,13 Sins,"Horror, Thriller"
64213,Populaire,"Comedy, Romance, Sport"
64248,Sleepless,"Action, Crime, Thriller"
64296,Yip Man 4,"Action, Biography, Drama"
64384,Trouble with the Curve,"Drama, Sport"
64421,Big Game,"Action, Adventure"
64451,Captain Underpants: The First Epic Movie,"Animation, Action, Comedy"
64522,Dumb and Dumber To,Comedy
64525,"McFarland, USA","Biography, Drama, Sport"
64552,Dead Man Down,"Action, Crime, Drama"
64557,Spring Breakers,"Crime, Drama"
64580,Adoration,"Drama, Romance"
64581,Dawn of the Planet of the Apes,"Action, Adventure, Drama"
64604,Jagten,Drama
64620,Xiao shi de zi dan,"Action, Adventure, Drama"
64643,Transformers: Age of Extinction,"Action, Adventure, Sci-Fi"
64674,HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann,"Adventure, Comedy"
64716,Hacksaw Ridge,"Biography, Drama, History"
64717,The House with a Clock in Its Walls,"Comedy, Family, Fantasy"
64769,Beasts of the Southern Wild,"Adventure, Drama, Fantasy"
64780,Collide,"Action, Crime, Thriller"
64785,Second Act,"Comedy, Drama, Romance"
64812,Zaytoun,"Adventure, Drama, Thriller"
64813,The Bling Ring,"Biography, Crime, Drama"
64855,Long Shot,"Comedy, Romance"
64874,The Current War,"Biography, Drama, History"
64992,Du zhan,"Action, Crime, Drama"
65004,Getaway,"Action, Crime, Thriller"
65025,Horrible Bosses 2,"Comedy, Crime"
65087,The Monuments Men,"Comedy, Drama, History"
65178,Summer in February,"Biography, Drama, Romance"
65181,The Purge,"Horror, Thriller"
65215,Pozitia copilului,Drama
65248,O Som ao Redor,"Drama, Thriller"
65264,Grown Ups 2,Comedy
65285,The Counselor,"Crime, Drama, Thriller"
65293,About Time,"Comedy, Drama, Fantasy"
65347,Run All Night,"Action, Crime, Drama"
65369,The Other Woman,"Comedy, Romance"
65378,Addicted,"Drama, Thriller"
65457,Half of a Yellow Sun,"Drama, Romance"
65463,Madea's Witness Protection,"Comedy, Crime, Drama"
65486,Louder Than Bombs,Drama
65518,Home,"Animation, Adventure, Comedy"
65541,Insidious: Chapter 2,"Horror, Mystery, Thriller"
65547,The Mountain Between Us,"Action, Adventure, Drama"
65572,Some Velvet Morning,Drama
65580,Rampage,"Action, Adventure, Sci-Fi"
65604,The Internship,Comedy
65622,The Quiet Ones,"Horror, Mystery, Thriller"
65646,Valerian and the City of a Thousand Planets,"Action, Adventure, Fantasy"
65647,Think Like a Man Too,"Comedy, Romance"
65659,Money Monster,"Crime, Drama, Thriller"
65677,Los amantes pasajeros,Comedy
65681,A Haunted House,"Comedy, Fantasy, Horror"
65695,The Cut,"Adventure, Drama, History"
65722,When the Game Stands Tall,"Drama, Sport"
65837,The Book of Life,"Animation, Adventure, Comedy"
65856,Serbuan maut 2: Berandal,"Action, Crime, Thriller"
65875,Gone Girl,"Drama, Mystery, Thriller"
65946,Finding Dory,"Animation, Adventure, Comedy"
65948,The Grand Budapest Hotel,"Adventure, Comedy, Crime"
65952,La vie d'AdÃ¨le,"Drama, Romance"
65956,Love the Coopers,"Comedy, Fantasy, Romance"
65957,The SpongeBob Movie: Sponge Out of Water,"Animation, Action, Adventure"
65975,Muppets Most Wanted,"Adventure, Comedy, Crime"
65987,Jumanji: Welcome to the Jungle,"Action, Adventure, Comedy"
66062,Frozen,"Animation, Adventure, Comedy"
66110,Pieta,"Crime, Drama"
66123,La Danza de la Realidad,"Biography, Drama, Fantasy"
66132,Olympus Has Fallen,"Action, Thriller"
66146,The 5th Wave,"Action, Adventure, Sci-Fi"
66176,The Gallows,"Horror, Mystery, Sci-Fi"
66186,The Hobbit: The Battle of the Five Armies,"Adventure, Fantasy"
66248,Endless Love,"Drama, Romance"
66277,Ma vie de Courgette,"Animation, Comedy, Drama"
66287,The Babadook,"Drama, Horror"
66291,Fifty Shades of Grey,"Drama, Romance, Thriller"
66305,A nagy fÃ¼zet,"Drama, War"
66359,Trudno byt bogom,"Drama, Sci-Fi"
66362,Mary Queen of Scots,"Biography, Drama, History"
66413,The Expendables 3,"Action, Adventure, Thriller"
66414,The Zero Theorem,"Comedy, Drama, Fantasy"
66420,Fruitvale Station,"Biography, Crime, Drama"
66425,Snatched,"Action, Adventure, Comedy"
66427,White House Down,"Action, Drama, Thriller"
66462,The Woman in Black 2: Angel of Death,"Drama, Horror, Thriller"
66513,The Mummy,"Action, Adventure, Fantasy"
66536,The Lunchbox,"Drama, Romance"
66568,Barefoot,"Comedy, Drama, Romance"
66588,Rio 2,"Animation, Adventure, Comedy"
66589,Bereullin,"Action, Thriller"
66608,Unfinished Business,"Comedy, Drama"
66638,Live by Night,"Action, Crime, Drama"
66639,The Intern,"Comedy, Drama"
66653,GÃ¥ten Ragnarok,"Adventure, Fantasy"
66682,"Where'd You Go, Bernadette","Comedy, Drama"
66703,Bastille Day,"Action, Crime, Drama"
66777,A Field in England,"Drama, History, Horror"
66790,Deliver Us from Evil,"Horror, Mystery, Thriller"
66802,No se aceptan devoluciones,"Comedy, Drama"
66807,The Glass Castle,"Biography, Drama"
66847,Focus,"Comedy, Crime, Drama"
66850,The Huntsman: Winter's War,"Action, Adventure, Drama"
66895,How to Train Your Dragon: The Hidden World,"Animation, Action, Adventure"
66904,Dark Skies,"Horror, Sci-Fi, Thriller"
66908,Keeping Up with the Joneses,"Action, Comedy"
66924,Oculus,"Horror, Mystery"
66950,Enough Said,"Comedy, Drama, Romance"
67034,Smurfs: The Lost Village,"Animation, Adventure, Comedy"
67082,Dark Places,"Crime, Drama, Mystery"
67086,The November Man,"Action, Thriller"
67125,Belle,"Biography, Drama, Romance"
67133,The Family,"Comedy, Crime, Thriller"
67137,The Magnificent Seven,"Action, Adventure, Western"
67138,Le passÃ©,"Drama, Mystery"
67139,The Heat,"Action, Comedy, Crime"
67163,Atomic Blonde,"Action, Thriller"
67299,Project Almanac,"Drama, Mystery, Sci-Fi"
67337,Taken 3,"Action, Thriller"
67361,The Peanuts Movie,"Animation, Comedy, Family"
67363,Isn't It Romantic,"Comedy, Fantasy, Romance"
67411,Masterminds,"Biography, Comedy, Crime"
67434,And So It Goes,"Comedy, Drama, Romance"
67443,Left Behind,"Action, Drama, Fantasy"
67454,Paranormal Activity: The Ghost Dimension,"Horror, Mystery, Thriller"
67456,Get on Up,"Biography, Drama, Music"
67458,Paranormal Activity: The Marked Ones,"Horror, Mystery, Thriller"
67462,Mr. Turner,"Biography, Drama, History"
67523,Star Wars: Episode VII - The Force Awakens,"Action, Adventure, Sci-Fi"
67543,Aloft,Drama
67574,Burnt,"Comedy, Drama"
67609,La jalousie,Drama
67612,Billy Lynn's Long Halftime Walk,"Action, Drama, Sport"
67619,Escobar: Paradise Lost,"Crime, Drama, History"
67676,Star Wars: Episode VIII - The Last Jedi,"Action, Adventure, Fantasy"
67677,Star Wars: Episode IX - The Rise of Skywalker,"Action, Adventure, Fantasy"
67681,God's Not Dead,Drama
67690,Blockers,Comedy
67757,The Light Between Oceans,"Drama, Romance"
67795,The Second Best Exotic Marigold Hotel,"Comedy, Drama"
67804,Gap tung kei hap,"Action, Comedy, History"
67807,Pacific Rim: Uprising,"Action, Adventure, Sci-Fi"
67808,A Million Ways to Die in the West,"Comedy, Western"
67832,Get Hard,"Comedy, Crime"
67834,Birdman or (The Unexpected Virtue of Ignorance),"Comedy, Drama"
67852,Alice Through the Looking Glass,"Adventure, Family, Fantasy"
67860,Going in Style,"Comedy, Crime"
67900,Kaguyahime no monogatari,"Animation, Adventure, Drama"
67923,Life After Beth,"Comedy, Fantasy, Horror"
67930,Me and Earl and the Dying Girl,"Comedy, Drama"
67939,The Fault in Our Stars,"Drama, Romance"
67957,D'Ardennen,Drama
67958,Le fidÃ¨le,"Crime, Drama, Romance"
68155,Hot Tub Time Machine 2,"Comedy, Mystery, Sci-Fi"
68208,Midnight Special,"Drama, Mystery, Sci-Fi"
68259,Star Trek Beyond,"Action, Adventure, Sci-Fi"
68305,Fences,Drama
68319,Me Before You,"Drama, Romance"
68323,Kraftidioten,"Action, Crime, Drama"
68359,Night at the Museum: Secret of the Tomb,"Adventure, Comedy, Family"
68382,Game Night,"Action, Comedy, Crime"
68400,The Grinch,"Animation, Comedy, Family"
68404,The Secret Life of Pets,"Animation, Adventure, Comedy"
68470,The Longest Ride,"Drama, Romance"
68486,L'Ã©trange couleur des larmes de ton corps,"Horror, Mystery, Thriller"
68504,"Deux jours, une nuit",Drama
68540,Devil's Due,"Horror, Mystery, Thriller"
68596,Beauty and the Beast,"Family, Fantasy, Musical"
68597,Veronica Mars,"Crime, Drama, Mystery"
68599,Geung see,"Action, Horror"
68667,Pete's Dragon,"Action, Adventure, Comedy"
68701,Annihilation,"Adventure, Drama, Horror"
68703,The Pyramid,"Action, Adventure, Horror"
68716,Kingsman: The Secret Service,"Action, Adventure, Comedy"
68739,United Passions,"Drama, History, Sport"
68771,Mike and Dave Need Wedding Dates,"Comedy, Romance"
68793,A Haunted House 2,"Comedy, Fantasy"
68833,FehÃ©r isten,"Drama, Thriller"
68879,Tag,"Action, Comedy"
68908,Coherence,"Drama, Mystery, Sci-Fi"
68914,Ride Along 2,"Action, Comedy, Crime"
68920,"As Above, So Below","Horror, Mystery, Thriller"
68932,Nightcrawler,"Crime, Drama, Thriller"
68935,Shaun the Sheep Movie,"Animation, Adventure, Comedy"
68966,Chef,"Adventure, Comedy, Drama"
68978,Yip Man 3,"Action, Biography, Drama"
69029,Insurgent,"Action, Adventure, Sci-Fi"
69032,Le dernier loup,"Adventure, Drama"
69050,The Dressmaker,"Comedy, Drama"
