,title,genre
66149,Wild,"Biography, Drama"
66176,The Gallows - L'esecuzione,"Horror, Mystery, Sci-Fi"
66186,Lo Hobbit - La battaglia delle cinque armate,"Adventure, Fantasy"
66204,Homefront,"Action, Crime, Thriller"
66225,Alien: Covenant,"Horror, Sci-Fi, Thriller"
66248,Un amore senza fine,"Drama, Romance"
66254,Hell Baby,"Comedy, Horror"
66260,The Grand Seduction,Comedy
66277,La mia vita da zucchina,"Animation, Comedy, Drama"
66287,Babadook,"Drama, Horror"
66291,Cinquanta sfumature di grigio,"Drama, Romance, Thriller"
66305,Il grande quaderno,"Drama, War"
66327,Strangerland,"Drama, Mystery, Thriller"
66334,The Identical,"Drama, Music"
66359,Ã difficile essere un dio,"Drama, Sci-Fi"
66362,Maria regina di Scozia,"Biography, Drama, History"
66413,I mercenari 3,"Action, Adventure, Thriller"
66414,The Zero Theorem - Tutto Ã¨ vanitÃ ,"Comedy, Drama, Fantasy"
66420,Prossima fermata Fruitvale Station,"Biography, Crime, Drama"
66425,Fottute!,"Action, Adventure, Comedy"
66426,Blue Jasmine,Drama
66427,Sotto assedio - White House Down,"Action, Drama, Thriller"
66462,The Woman in Black 2 - L'angelo della morte,"Drama, Horror, Thriller"
66467,Come Out and Play,Horror
66498,Third Person,"Drama, Romance"
66504,Parkland,"Drama, History, Mystery"
66512,The Rover,"Action, Crime, Drama"
66513,La mummia,"Action, Adventure, Fantasy"
66525,Mississippi Grind,"Comedy, Drama"
66536,Lunchbox,"Drama, Romance"
66568,A piedi nudi,"Comedy, Drama, Romance"
66582,Jobs,"Biography, Drama"
66588,Rio 2 - Missione Amazzonia,"Animation, Adventure, Comedy"
66589,The Berlin File,"Action, Thriller"
66604,La grande bellezza,Drama
66608,Affare fatto,"Comedy, Drama"
66611,Blue Ruin,"Crime, Drama, Thriller"
66613,Last Ounce of Courage,"Drama, War"
66638,La legge della notte,"Action, Crime, Drama"
66639,Lo stagista inaspettato,"Comedy, Drama"
66653,Il mistero del Ragnarok,"Adventure, Fantasy"
66675,Runner Runner,"Crime, Thriller"
66677,The Disappointments Room,"Drama, Horror, Thriller"
66682,Che fine ha fatto Bernadette?,"Comedy, Drama"
66688,Lost River,"Drama, Fantasy, Mystery"
66703,Bastille Day - Il colpo del secolo,"Action, Crime, Drama"
66704,Bird People,"Drama, Fantasy, Romance"
66715,Les chevaux de Dieu,Drama
66717,Need for Speed,"Action, Crime, Thriller"
66720,PionÃ©r,"Adventure, Drama, Thriller"
66746,Hua pi 2,"Fantasy, Mystery, Romance"
66777,I disertori - A Field in England,"Drama, History, Horror"
66790,Liberaci dal male,"Horror, Mystery, Thriller"
66802,Instructions Not Included,"Comedy, Drama"
66807,Il castello di vetro,"Biography, Drama"
66811,Cavemen,Comedy
66818,Viola,Drama
66824,Spectre,"Action, Adventure, Thriller"
66834,Coco,"Animation, Adventure, Family"
66840,Brooklyn,"Drama, Romance"
66843,Mission: Impossible - Rogue Nation,"Action, Adventure, Thriller"
66847,Focus - Niente Ã¨ come sembra,"Comedy, Crime, Drama"
66850,Il cacciatore e la regina di ghiaccio,"Action, Adventure, Drama"
66854,Joe,"Crime, Drama"
66857,The Sacrament,"Horror, Thriller"
66895,Dragon Trainer - Il mondo nascosto,"Animation, Action, Adventure"
66904,Dark Skies - Oscure presenze,"Horror, Sci-Fi, Thriller"
66908,Le spie della porta accanto,"Action, Comedy"
66909,Libertador,"Biography, Drama, History"
66911,Delivery Man,"Comedy, Drama"
66924,Oculus - Il riflesso del male,"Horror, Mystery"
66935,Cheap Thrills,"Comedy, Crime, Drama"
66950,Non dico altro,"Comedy, Drama, Romance"
66963,Le Week-End,"Comedy, Drama, Romance"
66972,A Quiet Passion,"Biography, Drama"
67001,Avengers: Age of Ultron,"Action, Adventure, Sci-Fi"
67033,The Homesman,"Drama, Western"
67034,I Puffi: Viaggio nella foresta segreta,"Animation, Adventure, Comedy"
67077,Anomalisa,"Animation, Comedy, Drama"
67082,Dark Places - Nei luoghi oscuri,"Crime, Drama, Mystery"
67086,November Man,"Action, Thriller"
67100,Carol,"Drama, Romance"
67102,The Green Inferno,"Adventure, Horror"
67105,Desert Dancer,"Biography, Drama, Music"
67125,La ragazza del dipinto,"Biography, Drama, Romance"
67128,Gods of Egypt,"Action, Adventure, Fantasy"
67133,Cose nostre - Malavita,"Comedy, Crime, Thriller"
67136,Woman in Gold,"Biography, Drama, History"
67137,I magnifici 7,"Action, Adventure, Western"
67138,Il passato,"Drama, Mystery"
67139,Corpi da reato,"Action, Comedy, Crime"
67145,Copperhead,Drama
67163,Atomica bionda,"Action, Thriller"
67168,Test,Drama
67183,Open Windows,"Crime, Mystery, Thriller"
67202,Los insÃ³litos peces gato,"Comedy, Drama"
67213,Swim Little Fish Swim,"Comedy, Drama, Music"
67236,Wendy,"Drama, Fantasy"
67282,Philomena,"Biography, Comedy, Drama"
67299,Benvenuti a ieri,"Drama, Mystery, Sci-Fi"
67337,Taken 3 - L'ora della veritÃ ,"Action, Thriller"
67342,Joy,"Biography, Drama"
67361,Snoopy & Friends - Il film dei Peanuts,"Animation, Comedy, Family"
67363,Non Ã¨ romantico?,"Comedy, Fantasy, Romance"
67411,Masterminds - I geni della truffa,"Biography, Comedy, Crime"
67422,Hateship Loveship,"Drama, Romance"
67433,The Single Moms Club,"Comedy, Drama"
67434,Mai cosÃ¬ vicini,"Comedy, Drama, Romance"
67438,Il capitale umano,"Crime, Drama"
67443,Left Behind - La profezia,"Action, Drama, Fantasy"
67454,Paranormal Activity: Dimensione fantasma,"Horror, Mystery, Thriller"
67456,Get on Up: La storia di James Brown,"Biography, Drama, Music"
67458,Il segnato,"Horror, Mystery, Thriller"
67462,Turner,"Biography, Drama, History"
67463,The Last Five Years,"Comedy, Drama, Musical"
67479,Moscow Never Sleeps,Drama
67523,Star Wars - Il risveglio della Forza,"Action, Adventure, Sci-Fi"
67543,Il volo del falco,Drama
67574,Il sapore del successo,"Comedy, Drama"
67603,Hotel Transylvania 2,"Animation, Comedy, Family"
67609,La gelosia,Drama
67612,Billy Lynn: Un giorno da eroe,"Action, Drama, Sport"
67617,Jauja,"Drama, Fantasy, Western"
67619,Escobar,"Crime, Drama, History"
67620,The Gunman,"Action, Crime, Drama"
67657,Viva la libertÃ ,"Comedy, Drama"
67676,Star Wars - Gli ultimi Jedi,"Action, Adventure, Fantasy"
67677,Star Wars: L'ascesa di Skywalker,"Action, Adventure, Fantasy"
67681,God's Not Dead - Dio non Ã¨ morto,Drama
67690,GiÃ¹ le mani dalle nostre figlie,Comedy
67694,Miekkailija,"Biography, Drama, History"
67731,Arrival,"Drama, Mystery, Sci-Fi"
67734,Wonder,"Drama, Family"
67757,La luce sugli oceani,"Drama, Romance"
67789,Crimson Peak,"Drama, Fantasy, Horror"
67795,Ritorno al Marigold Hotel,"Comedy, Drama"
67804,Iceman,"Action, Comedy, History"
67807,Pacific Rim: La rivolta,"Action, Adventure, Sci-Fi"
67808,Un milione di modi per morire nel West,"Comedy, Western"
67832,Duri si diventa,"Comedy, Crime"
67834,Birdman o (L'imprevedibile virtÃ¹ dell'ignoranza),"Comedy, Drama"
67851,Seoul Searching,"Comedy, Drama, Music"
67852,Alice attraverso lo specchio,"Adventure, Family, Fantasy"
67860,Insospettabili sospetti,"Comedy, Crime"
67871,The Duke of Burgundy,"Drama, Mystery, Romance"
67900,La storia della principessa splendente,"Animation, Adventure, Drama"
67923,Life After Beth - L'amore ad ogni costo,"Comedy, Fantasy, Horror"
67930,Quel fantastico peggior anno della mia vita,"Comedy, Drama"
67932,Shut In,"Drama, Horror, Mystery"
67936,Hell or High Water,"Action, Crime, Drama"
67938,Whiplash,"Drama, Music"
67939,Colpa delle stelle,"Drama, Romance"
67946,Jojo Rabbit,"Comedy, Drama, War"
67957,Le Ardenne - Oltre i confini dell'amore,Drama
67958,Le fidÃ¨le - Una vita al massimo,"Crime, Drama, Romance"
67979,Resident Evil: The Final Chapter,"Action, Horror, Sci-Fi"
68042,A Madea Christmas,"Comedy, Drama, Romance"
68110,Step Up All In,"Drama, Music, Romance"
68154,Ted 2,Comedy
68155,Un tuffo nel passato 2,"Comedy, Mystery, Sci-Fi"
68164,Ben-Hur,"Action, Adventure, Drama"
68208,Midnight Special - Fuga nella notte,"Drama, Mystery, Sci-Fi"
68225,The Good Lie,"Biography, Drama"
68259,Star Trek: Beyond,"Action, Adventure, Sci-Fi"
68305,Barriere,Drama
68319,Io prima di te,"Drama, Romance"
68321,Churchill,"Biography, Drama, History"
68323,In ordine di sparizione,"Action, Crime, Drama"
68334,Hitman: Agent 47,"Action, Crime, Thriller"
68359,Notte al museo - Il segreto del faraone,"Adventure, Comedy, Family"
68362,Locke,Drama
68380,The Boss,Comedy
68382,Game Night - Indovina chi muore stasera?,"Action, Comedy, Crime"
68390,Yves Saint Laurent,"Biography, Drama"
68400,Il Grinch,"Animation, Comedy, Family"
68404,Pets - Vita da animali,"Animation, Adventure, Comedy"
68412,Journal d'une femme de chambre,Drama
68415,Fury,"Action, Drama, War"
68435,Blackhat,"Action, Crime, Thriller"
68448,Everest,"Action, Adventure, Biography"
68450,The Salvation,"Drama, Western"
68462,The Sleepwalker,Drama
68470,La risposta Ã¨ nelle stelle,"Drama, Romance"
68486,Lacrime di sangue,"Horror, Mystery, Thriller"
68504,"Due giorni, una notte",Drama
68538,Rosewater,"Biography, Drama"
68540,La stirpe del male,"Horror, Mystery, Thriller"
68541,Sinister 2,"Horror, Mystery, Thriller"
68547,The One I Love,"Comedy, Drama, Romance"
68554,Search Party,"Adventure, Comedy"
68565,T2 Trainspotting,Drama
68596,La bella e la bestia,"Family, Fantasy, Musical"
68597,Veronica Mars - Il film,"Crime, Drama, Mystery"
68599,Il Cacciatore di Vampiri,"Action, Horror"
68614,Thank You for Your Service,"Biography, Drama, War"
68649,Top Five,"Comedy, Romance"
68664,Gemma Bovery,"Comedy, Drama, Romance"
68665,The Interview,"Action, Adventure, Comedy"
68667,Il drago invisibile,"Action, Adventure, Comedy"
68701,Annientamento,"Adventure, Drama, Horror"
68703,La Piramide,"Action, Adventure, Horror"
68705,Atlas Shrugged: Part III,"Drama, Mystery, Sci-Fi"
68716,Kingsman: Secret Service,"Action, Adventure, Comedy"
68739,La grande passione,"Drama, History, Sport"
68760,Fast & Furious 7,"Action, Adventure, Thriller"
68766,Tore tanzt,"Crime, Drama, Horror"
68768,Rock Dog,"Animation, Adventure, Comedy"
68771,Mike & Dave - Un matrimonio da sballo,"Comedy, Romance"
68793,Ghost Movie 2 - Questa volta Ã¨ guerra,"Comedy, Fantasy"
68800,DÃ¸d snÃ¸ 2,"Action, Comedy, Horror"
68833,White God - Sinfonia per Hagen,"Drama, Thriller"
68851,Pitch Perfect 2,"Comedy, Music"
68867,Omar,"Crime, Drama, Romance"
68879,Prendimi!,"Action, Comedy"
68901,Ratchet & Clank,"Animation, Action, Adventure"
68908,Coherence - Oltre lo spazio tempo,"Drama, Mystery, Sci-Fi"
68914,Un poliziotto ancora in prova,"Action, Comedy, Crime"
68920,Necropolis - La cittÃ  dei morti,"Horror, Mystery, Thriller"
68921,Wish I Was Here,"Comedy, Drama"
68922,Magic in the Moonlight,"Comedy, Drama, Romance"
68931,The Shack,"Drama, Fantasy"
68932,Lo sciacallo - Nightcrawler,"Crime, Drama, Thriller"
68934,Lucy,"Action, Sci-Fi, Thriller"
68935,Shaun - Vita da pecora,"Animation, Adventure, Comedy"
68938,Red Sparrow,"Action, Drama, Thriller"
68964,Black or White,Drama
68966,Chef - La ricetta perfetta,"Adventure, Comedy, Drama"
68967,Macbeth,"Drama, History, War"
68978,Ip Man 3,"Action, Biography, Drama"
68986,99 Homes,Drama
69029,The Divergent Series: Insurgent,"Action, Adventure, Sci-Fi"
69030,My Old Lady,"Comedy, Drama, Romance"
69032,L'ultimo lupo,"Adventure, Drama"
69049,The Signal,"Drama, Mystery, Sci-Fi"
69050,The Dressmaker - Il diavolo Ã¨ tornato,"Comedy, Drama"
69054,John Wick,"Action, Crime, Thriller"
69071,R100,"Comedy, Drama"
69088,The Lazarus Effect,"Horror, Mystery, Sci-Fi"
69093,God's Pocket,"Crime, Drama"
69132,L'homme qu'on aimait trop,"Crime, Drama"
69140,47 Metri,"Adventure, Drama, Horror"
69145,Ruth & Alex - L'amore cerca casa,"Comedy, Drama"
69150,Via dalla pazza folla,"Drama, Romance"
69151,Ad Astra,"Adventure, Drama, Mystery"
69153,French Connection,"Action, Crime, Thriller"
69158,Loin des hommes,"Drama, War, Western"
69168,Tutti vogliono qualcosa,Comedy
69169,1981: Indagine a New York,"Action, Crime, Drama"
69176,The Transporter Legacy,"Action, Adventure, Thriller"
69217,Zootropolis,"Animation, Adventure, Comedy"
69238,Greater,"Biography, Family, Sport"
69248,Kung Fu Jungle,"Action, Crime, Thriller"
69253,Happy Christmas,"Comedy, Drama"
69298,Fuga in tacchi a spillo,"Action, Comedy, Crime"
69302,Ancora un giorno,"Animation, Biography"
69332,Alvin Superstar - Nessuno ci puÃ² fermare,"Animation, Adventure, Comedy"
69333,Anarchia - La notte del giudizio,"Action, Adventure, Horror"
69334,Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi"
69346,Tempo limite,"Action, Crime, Drama"
69348,L'incredibile storia di Winter il delfino 2,"Drama, Family"
69357,Aspettando il re,"Comedy, Drama, Romance"
69359,La teoria del tutto,"Biography, Drama, Romance"
69361,The Guest,"Action, Crime, Drama"
69362,"Amore, cucina e curry","Comedy, Drama"
69363,Planes 2 - Missione antincendio,"Animation, Adventure, Comedy"
69391,Eastern Boys,"Crime, Drama, Romance"
69392,Tangerines - Mandarini,"Drama, War"
69408,Camp X-Ray,"Drama, War"
69450,Cantinflas,"Biography, Comedy, Drama"
69457,NÃ£o Pare na Pista: A Melhor HistÃ³ria de Paulo Coelho,"Biography, Drama, Music"
69461,The Water Diviner,"Drama, History, War"
69473,Storie Pazzesche,"Comedy, Drama, Thriller"
69487,Mia madre,Drama
69490,The Lego Ninjago Movie,"Animation, Action, Adventure"
69493,Mamma che notte!,Comedy
69494,Criminal,"Action, Sci-Fi, Thriller"
69498,L'armÃ©e du salut,Drama
69502,Stonewall,"Drama, History"
69597,Il libro della giungla,"Adventure, Drama, Family"
69612,Le Meraviglie,Drama
69620,Mortdecai,"Action, Adventure, Comedy"
69666,Inferno,"Action, Adventure, Crime"
69675,Jackass - Nonno cattivo,Comedy
69681,The Conjuring - Il caso Enfield,"Horror, Mystery, Thriller"
69690,Amore e inganni,"Comedy, Drama, Romance"
69701,Hardcore!,"Action, Adventure, Sci-Fi"
69714,Hross Ã­ oss,"Comedy, Drama, Romance"
69722,Creed - Nato per combattere,"Drama, Sport"
69725,Suffragette,"Drama, History"
69735,Spy,"Action, Comedy, Crime"
69759,Xiao shi dai 2: Qing mu shi dai,"Drama, Romance"
69801,Monster Trucks,"Action, Adventure, Comedy"
69817,Tusk,"Comedy, Drama, Horror"
69834,The Masked Saint,"Action, Biography, Crime"
69846,Crazy & Rich,"Comedy, Drama, Romance"
69852,Gabrielle: un amore fuori dal coro,"Drama, Music, Romance"
69872,Road Hard,Comedy
69873,Now You See Me 2,"Action, Adventure, Comedy"
69949,Beyond the Lights: Trova la tua voce,"Drama, Music, Romance"
69954,La casa dei libri,Drama
70017,Unsullied,"Action, Horror, Thriller"
70054,Desierto,"Action, Adventure, Drama"
70065,Il castello magico,"Animation, Adventure, Comedy"
70086,Un disastro di ragazza,"Comedy, Drama, Romance"
70133,Rock the Kasbah,"Comedy, Music, War"
70146,Mr. Holmes - Il mistero del caso irrisolto,"Drama, Mystery"
70157,Room,"Drama, Thriller"
70169,Diario di una teenager,"Comedy, Drama, Romance"
70195,Honeymoon,"Horror, Mystery, Thriller"
70202,"Men, Women & Children","Comedy, Drama"
70217,Il ragazzo della porta accanto,"Horror, Thriller"
70223,Raccolto amaro,"Drama, History, Romance"
70227,Animali fantastici e dove trovarli,"Adventure, Family, Fantasy"
70243,Pazza idea,"Drama, Romance"
70268,Insidious 3 - L'inizio,"Horror, Mystery, Thriller"
70306,L'ultima parola - La vera storia di Dalton Trumbo,"Biography, Drama"
70322,Slow West,"Action, Adventure, Drama"
70340,Son of God,"Biography, Drama, History"
70372,Incarnate: Non potrai nasconderti,"Horror, Thriller"
70377,AllÃ©luia,"Crime, Horror, Romance"
70403,Un amico straordinario,"Biography, Drama"
70426,Risorto,"Action, Drama, History"
70442,It Follows,"Horror, Mystery, Thriller"
70538,Loving Vincent,"Animation, Biography, Crime"
70547,Sully,"Biography, Drama"
70565,Captive,"Action, Crime, Drama"
70590,Bus 657,"Action, Crime, Drama"
70594,Il racconto dei racconti,"Drama, Fantasy, Horror"
70609,Piccole donne,"Drama, Romance"
70639,Benvenuti a Marwen,"Biography, Comedy, Drama"
70640,Equals,"Drama, Romance, Sci-Fi"
70683,Attacco al potere 2,"Action, Thriller"
70731,Youth - La giovinezza,"Comedy, Drama, Music"
70744,Logan - The Wolverine,"Action, Drama, Sci-Fi"
70749,American Ultra,"Action, Comedy"
70750,Still Alice,Drama
70760,Il mistero di Donald C.,"Adventure, Biography, Drama"
70769,Zona d'ombra,"Biography, Drama, Sport"
70775,Annabelle,"Horror, Mystery, Thriller"
70810,Pan - Viaggio sull'isola che non c'Ã¨,"Adventure, Comedy, Family"
70851,Storm Boy,"Adventure, Drama, Family"
70885,Saw: Legacy,"Horror, Mystery"
70897,Friend Request - La morte ha il tuo profilo,"Horror, Mystery, Thriller"
70928,Tolkien,"Biography, Drama, Romance"
70944,Compadres,"Action, Comedy, Crime"
70956,Max,"Adventure, Drama, Family"
70958,Transformers - L'ultimo cavaliere,"Action, Adventure, Sci-Fi"
70976,Grimsby - Attenti a quell'altro,"Action, Adventure, Comedy"
70993,X-Men: Apocalisse,"Action, Adventure, Sci-Fi"
70994,Stanlio e Ollio,"Biography, Comedy, Drama"
71001,A United Kingdom: L'amore che ha cambiato la storia,"Biography, Drama, History"
71002,Scary Stories to Tell in the Dark,"Adventure, Horror, Mystery"
71003,Jukai - La foresta dei suicidi,"Horror, Mystery, Thriller"
71018,Jack Reacher: Punto di non ritorno,"Action, Thriller"
71040,Sicario,"Action, Crime, Drama"
71053,Samba,"Comedy, Drama, Romance"
71073,Der Vampir auf der Couch,"Comedy, Horror"
71078,Botte da prof.,Comedy
71082,Assassinio sull'Orient Express,"Crime, Drama, Mystery"
71089,Byeon-ho-in,Drama
71110,The Divergent Series: Allegiant,"Action, Adventure, Mystery"
71113,Ferdinand,"Animation, Adventure, Comedy"
71129,Sette minuti dopo la mezzanotte,"Adventure, Drama, Family"
71132,Vita da vampiro - What We Do in the Shadows,"Comedy, Horror"
71134,L'era glaciale - In rotta di collisione,"Animation, Adventure, Comedy"
71167,Avril et le monde truquÃ©,"Animation, Adventure, Comedy"
71226,Cake,Drama
71263,Il superpoliziotto del supermercato 2,"Action, Comedy, Crime"
71264,La foresta dei sogni,"Drama, Fantasy, Mystery"
71265,The War - Il pianeta delle scimmie,"Action, Adventure, Drama"
71291,Set Fire to the Stars,"Biography, Drama"
71309,The Hateful Eight,"Crime, Drama, Mystery"
71317,L'amore criminale,"Drama, Thriller"
71323,The Lobster,"Comedy, Drama, Romance"
71346,Cattivissimo me 3,"Animation, Adventure, Comedy"
71358,Sing,"Animation, Comedy, Family"
71438,Nut Job 2: Tutto molto divertente,"Animation, Adventure, Comedy"
71448,The Walk,"Adventure, Biography, Drama"
71476,Captain America: Civil War,"Action, Adventure, Sci-Fi"
71479,Race - Il colore della vittoria,"Biography, Drama, Sport"
71498,Thor: Ragnarok,"Action, Adventure, Comedy"
71529,The Assassin,"Action, Drama, History"
71552,The Lego Movie 2: Una nuova avventura,"Animation, Action, Adventure"
71553,Richard Jewell,"Biography, Crime, Drama"
71569,Mine 9,"Drama, Thriller"
71581,The Disaster Artist,"Biography, Comedy, Drama"
71583,Oceania,"Animation, Adventure, Comedy"
71594,Mechanic: Resurrection,"Action, Adventure, Thriller"
71636,Sballati per le feste!,"Comedy, Fantasy"
71650,Nerve,"Adventure, Crime, Drama"
71652,Barry Seal - Una storia americana,"Action, Biography, Comedy"
71690,Cut Throat City,"Action, Crime, Drama"
71720,Whiskey Tango Foxtrot,"Biography, Comedy, Drama"
71764,Il viaggio delle ragazze,"Adventure, Comedy, Drama"
71780,The Visit,"Horror, Mystery, Thriller"
71785,Legend,"Biography, Crime, Drama"
71787,Not Cool,"Comedy, Drama, Romance"
71813,Bilal: A New Breed of Hero,"Animation, Action, Adventure"
71915,Knock Knock,"Drama, Thriller"
71918,Cars 3,"Animation, Adventure, Comedy"
71919,Gli Incredibili 2,"Animation, Action, Adventure"
71920,A spasso con Bob,"Biography, Drama, Family"
71937,The Grudge,"Horror, Mystery"
71957,The Wave,"Drama, Thriller"
71978,CittÃ  di carta,"Comedy, Drama, Mystery"
71981,Dove eravamo rimasti,"Comedy, Drama, Music"
72003,La bottega del barbiere 3,"Comedy, Drama"
72011,La ragazza del treno,"Crime, Drama, Mystery"
72032,Allied: Un'ombra nascosta,"Action, Drama, Romance"
72033,I Smile Back,Drama
72101,Sopravvissuto - The Martian,"Adventure, Drama, Sci-Fi"
72158,Turbo Kid,"Action, Adventure, Comedy"
72159,La battaglia degli imperi - Dragon Blade,"Action, Adventure, Drama"
72187,Last Cab to Darwin,"Comedy, Drama, Romance"
72201,Il ponte delle spie,"Drama, History, Thriller"
72258,Il GGG - Il grande gigante gentile,"Adventure, Family, Fantasy"
72316,Remember,"Drama, Mystery, Thriller"
72330,By the Sea,"Drama, Romance"
72351,Unfriended,"Horror, Mystery, Thriller"
72354,The Hollars,"Comedy, Drama, Romance"
72358,Irrational Man,"Comedy, Drama, Romance"
72362,Elle,"Crime, Drama, Thriller"
72368,Underworld: Blood Wars,"Action, Adventure, Fantasy"
72372,Power Rangers,"Action, Adventure, Sci-Fi"
72384,My All-American,"Biography, Drama, Sport"
72404,Maudie: Una vita a colori,"Biography, Drama, Romance"
72407,The Lady in the Van,"Biography, Comedy, Drama"
72431,La scomparsa di Eleanor Rigby - Loro,"Drama, Romance"
72438,Kong: Skull Island,"Action, Adventure, Fantasy"
72484,Godzilla II - King of the Monsters,"Action, Adventure, Fantasy"
72486,Lion - La strada verso casa,"Biography, Drama"
72489,Ã arrivata mia figlia!,"Comedy, Drama"
72511,Rogue One: A Star Wars Story,"Action, Adventure, Sci-Fi"
72529,Truman - Un vero amico Ã¨ per sempre,"Comedy, Drama"
72551,Il mio grosso grasso matrimonio greco 2,"Comedy, Romance"
72569,The Equalizer 2: Senza perdono,"Action, Crime, Thriller"
72571,"Hello, My Name Is Doris","Comedy, Drama, Romance"
72589,Snowden,"Biography, Crime, Drama"
72592,Love,"Drama, Romance"
72613,Solo: A Star Wars Story,"Action, Adventure, Sci-Fi"
72630,La La Land,"Comedy, Drama, Music"
72641,We Are Your Friends,"Drama, Music, Romance"
72652,A testa alta,Drama
72655,Dio esiste e vive a Bruxelles,"Comedy, Fantasy"
72661,Mal di pietre,"Drama, Romance"
72664,Sonic - Il film,"Action, Adventure, Comedy"
72679,The Nice Guys,"Action, Comedy, Crime"
72690,Mai sing,"Action, Crime, Thriller"
72705,Il figlio di Saul,"Drama, War"
72730,Cop Car,"Crime, Thriller"
72771,Tangerine,"Comedy, Crime, Drama"
72795,The Predator,"Action, Adventure, Sci-Fi"
72800,Fire Squad - Incubo di fuoco,"Action, Biography, Drama"
72817,Le armi del cuore,Drama
72827,31,"Horror, Thriller"
72861,Land of Mine - Sotto la sabbia,"Drama, History, War"
72893,Dope: Follia e riscatto,"Comedy, Crime, Drama"
72896,Krampus: Natale non Ã¨ sempre Natale,"Comedy, Drama, Fantasy"
72907,The Tiger Hunter,Comedy
72929,Truth: Il prezzo della veritÃ ,"Biography, Drama, History"
72932,The Bronze: Sono la numero 1,"Comedy, Drama, Sport"
72942,Dumbo,"Adventure, Family, Fantasy"
72946,The Perfect Guy,"Crime, Drama, Horror"
72954,Lazer Team,"Action, Comedy, Sci-Fi"
72955,Il cardellino,Drama
72985,Baby boss,"Animation, Adventure, Comedy"
73010,Stronger - Io sono piÃ¹ forte,"Biography, Drama"
73012,The Boy,"Horror, Mystery, Thriller"
73035,Baby Driver - Il genio della fuga,"Action, Crime, Drama"
73072,Guardiani della Galassia Vol. 2,"Action, Adventure, Comedy"
73110,Cavallo Denaro,Drama
73121,Enas allos kosmos,"Drama, Romance"
73170,Brian Banks,"Biography, Drama, Sport"
73185,Lo spazio che ci unisce,"Drama, Romance, Sci-Fi"
73215,Tartarughe Ninja - Fuori dall'ombra,"Action, Adventure, Comedy"
73246,Girl Asleep,"Comedy, Family, Fantasy"
73251,American Dresser,Adventure
73269,Vite da popstar,"Comedy, Music"
73286,Mustang,Drama
73319,The Monster,"Drama, Fantasy, Horror"
73365,Radio Dreams,"Comedy, Drama"
73395,La casa di Jack,"Crime, Drama, Horror"
73399,Colonia,"Biography, Drama, History"
73414,Saving Christmas,"Comedy, Family"
73430,Mademoiselle,"Drama, Romance, Thriller"
73477,The Bye Bye Man,"Drama, Fantasy, Horror"
73485,Manchester by the Sea,Drama
73486,Swiss Army Man - Un amico multiuso,"Comedy, Drama, Fantasy"
73512,La mia vita con John F. Donovan,Drama
73522,Maze Runner - La fuga,"Action, Adventure, Sci-Fi"
73531,Vi Presento Toni Erdmann,"Comedy, Drama"
73541,Paradise Beach: Dentro l'incubo,"Drama, Horror, Thriller"
73547,Do You Believe?,Drama
73582,Green Room,"Horror, Music, Thriller"
73615,Darkest Minds,"Action, Adventure, Drama"
73661,La belle saison,"Drama, Romance"
73704,La notte del giudizio - Election Year,"Action, Horror, Sci-Fi"
73717,Per sempre la mia ragazza,"Drama, Music, Romance"
73755,LEGO Batman - Il film,"Animation, Action, Comedy"
73771,Le cose che verranno,Drama
73778,Animali fantastici: I crimini di Grindelwald,"Adventure, Family, Fantasy"
73792,After,"Drama, Romance"
73812,My Little Pony: Il film,"Animation, Adventure, Comedy"
73819,Florence,"Biography, Comedy, Drama"
73829,Keanu,"Action, Comedy, Crime"
73863,Captain Marvel,"Action, Adventure, Sci-Fi"
73864,Avengers: Infinity War,"Action, Adventure, Sci-Fi"
73865,Avengers: Endgame,"Action, Adventure, Drama"
73866,Replicas,"Drama, Sci-Fi, Thriller"
73877,Free Fire,"Action, Comedy, Crime"
73879,3 Generations: Una famiglia quasi perfetta,Drama
73888,Man in the Dark,"Crime, Horror, Thriller"
73938,13 Hours: The Secret Soldiers of Benghazi,"Action, Drama, War"
73962,Regali da uno sconosciuto - The Gift,"Drama, Mystery, Thriller"
73981,Woodlawn,"Drama, Sport"
74005,Meet the Blacks,"Comedy, Horror"
74025,The Birth of a Nation - Il risveglio di un popolo,"Biography, Drama, History"
74026,Jason Bourne,"Action, Thriller"
74029,Mr. Church,"Comedy, Drama"
74036,Playmobil The Movie,"Animation, Adventure, Comedy"
74058,Molly's Game,"Biography, Crime, Drama"
74078,Gong fu yu jia,"Action, Adventure, Comedy"
74083,Widows - EreditÃ  criminale,"Crime, Drama, Thriller"
74145,Alpha - Un'amicizia forte come la vita,"Action, Adventure, Drama"
74173,Kicks,"Adventure, Drama"
74182,Miracoli dal cielo,"Biography, Drama, Family"
74195,The Witch - Vuoi ascoltare una favola?,"Drama, Horror, Mystery"
74215,Grandma,"Comedy, Drama"
74231,I cacciatori di tesori - La leggenda perduta,"Action, Adventure, Drama"
74232,The Founder,"Biography, Drama"
74251,El abrazo de la serpiente,"Adventure, Drama"
74257,The Circle,"Drama, Sci-Fi, Thriller"
74277,Lady Macbeth,"Drama, Romance"
74295,Le ricette della signora Toku,Drama
74307,Kubo e la spada magica,"Animation, Action, Adventure"
74374,Julieta,"Drama, Mystery, Romance"
74410,The Bad Batch,"Drama, Horror, Romance"
